Payment_type,Credit_type,Invoice_amount,Customer_visit,Customer_Saisfaction
COD,NPL,116850,5,7
Cash,NPL,199391,10,6
Cash,Contract,194812,4,8
GPay,Offerings,70024,6,8
GPay,Offerings,83553,8,9
Cash,Offerings,53945,3,9
Cash,Contract,84475,5,8
COD,NPL,83586,4,8
Cash,Offerings,60503,10,8
Cash,NPL,125688,6,6
COD,Offerings,198294,5,9
GPay,NPL,135576,9,6
Cash,Contract,148989,10,8
Cash,Offerings,85591,7,8
GPay,Contract,162454,3,9
COD,Contract,148114,6,6
GPay,Offerings,84236,10,7
GPay,Offerings,167428,10,6
GPay,NPL,160790,10,6
GPay,NPL,53759,3,9
GPay,Contract,164953,10,7
COD,Contract,191897,8,9
GPay,NPL,186886,3,8
Cash,Offerings,198144,3,6
GPay,Offerings,155572,9,8
COD,Offerings,113835,4,9
Cash,Offerings,186581,8,8
COD,Offerings,175460,8,9
GPay,Contract,73926,9,8
COD,NPL,185339,9,8
GPay,Offerings,64549,10,7
GPay,Contract,189224,10,7
GPay,Contract,120182,3,8
Cash,NPL,63205,9,9
GPay,Offerings,116214,10,7
GPay,Offerings,169692,9,6
COD,Contract,189389,6,6
Cash,NPL,128900,6,7
COD,NPL,174374,10,6
Cash,Offerings,68560,3,8
Cash,NPL,106386,3,7
Cash,Offerings,134609,5,8
Cash,Offerings,192888,7,6
COD,Offerings,70297,6,6
COD,Offerings,126952,10,6
GPay,Contract,118009,6,7
GPay,Contract,111769,7,9
COD,Contract,110141,6,8
Cash,Contract,120263,4,6
COD,Offerings,114130,3,9
Cash,NPL,50579,10,8
COD,Contract,103489,7,8
GPay,Contract,182923,9,9
GPay,Contract,119784,10,8
GPay,Contract,123288,7,7
Cash,Offerings,142502,6,8
COD,Contract,84433,6,7
GPay,Contract,152358,9,8
Cash,NPL,62708,10,7
Cash,Contract,169269,4,6
GPay,Contract,176374,8,6
COD,NPL,153844,4,7
Cash,NPL,57481,4,8
COD,Contract,161479,9,9
GPay,Contract,143991,3,6
Cash,Contract,141348,10,9
COD,NPL,142849,3,8
COD,Contract,195363,9,8
COD,NPL,171155,10,6
Cash,Contract,172693,6,6
COD,Offerings,111922,7,6
Cash,Contract,79396,3,9
Cash,NPL,157322,8,7
COD,Offerings,124346,6,7
Cash,Contract,143732,6,8
Cash,Offerings,125144,10,7
Cash,NPL,187893,3,8
GPay,Contract,183099,7,9
GPay,Contract,96065,4,9
Cash,Contract,187272,8,6
COD,Offerings,170331,7,6
Cash,Contract,186963,8,7
Cash,Contract,169345,4,7
GPay,Contract,195585,7,8
COD,NPL,123263,8,9
COD,Offerings,76843,9,7
GPay,Offerings,109030,8,7
GPay,NPL,88010,6,6
Cash,NPL,64759,6,6
COD,Contract,83469,5,6
Cash,Offerings,93649,8,6
Cash,Offerings,57886,9,8
Cash,Offerings,125885,7,6
GPay,Contract,192498,10,6
GPay,Offerings,179589,6,7
GPay,Offerings,124561,9,9
COD,Contract,52962,3,7
Cash,NPL,55262,4,7
GPay,Offerings,95276,8,9
COD,Offerings,154007,10,8
Cash,Contract,195094,8,6
Cash,NPL,79639,8,8
Cash,NPL,92095,3,7
COD,Offerings,93621,10,8
COD,NPL,146896,4,6
GPay,Contract,110003,8,6
GPay,NPL,175514,6,6
Cash,Offerings,183815,6,9
GPay,Offerings,102254,8,6
COD,Contract,156548,10,6
GPay,NPL,151949,3,6
Cash,NPL,153355,7,8
COD,Contract,131313,5,8
Cash,Offerings,162113,4,8
COD,Offerings,165880,9,9
GPay,Offerings,81797,7,9
COD,NPL,166669,4,8
COD,Contract,196862,8,7
Cash,Contract,186949,5,7
Cash,Contract,129380,9,7
COD,Offerings,127245,10,6
GPay,Contract,190952,6,9
GPay,NPL,56110,3,7
COD,NPL,195860,8,6
Cash,Offerings,107889,9,8
GPay,NPL,100215,10,7
COD,Contract,144513,4,6
Cash,Contract,194077,7,9
COD,Offerings,116997,9,7
GPay,Contract,188293,5,6
GPay,Offerings,89219,7,9
GPay,Contract,116986,3,8
COD,Contract,96293,7,6
GPay,NPL,108417,6,8
GPay,NPL,158477,3,9
Cash,Contract,167162,10,6
Cash,Contract,99691,5,7
COD,NPL,79315,9,7
GPay,Contract,146641,5,6
COD,NPL,148968,3,6
COD,Contract,123967,10,9
GPay,Contract,192639,4,9
GPay,Contract,134949,7,9
COD,Contract,155892,9,7
Cash,Contract,174266,9,8
GPay,Offerings,60021,9,6
Cash,NPL,164762,6,9
Cash,Contract,109544,5,6
GPay,NPL,123514,7,9
GPay,Offerings,54276,8,6
GPay,NPL,155622,5,7
Cash,NPL,182442,7,6
GPay,NPL,160901,5,7
Cash,Offerings,128864,8,8
COD,Contract,54669,8,9
GPay,NPL,188512,9,8
Cash,Offerings,140743,7,7
Cash,NPL,113302,10,9
COD,Offerings,176106,8,7
COD,Offerings,198539,3,6
COD,NPL,154465,5,7
Cash,Contract,128430,10,9
COD,Offerings,58155,5,6
COD,NPL,80156,10,7
Cash,Contract,60394,7,9
Cash,NPL,62467,9,6
GPay,Offerings,137012,7,7
GPay,Contract,137425,5,6
Cash,NPL,54159,3,8
Cash,NPL,135564,4,7
Cash,NPL,58066,8,7
Cash,NPL,117924,6,8
Cash,Contract,70197,7,7
GPay,NPL,163108,8,9
GPay,NPL,68839,8,8
Cash,NPL,105796,6,6
Cash,NPL,152636,4,8
Cash,Contract,68808,5,9
GPay,NPL,189405,5,9
Cash,Offerings,183794,8,9
GPay,Offerings,150596,8,8
GPay,NPL,182249,9,7
Cash,NPL,112724,8,9
GPay,Offerings,155215,8,8
COD,Offerings,79459,10,7
Cash,NPL,124395,10,8
Cash,Offerings,66824,7,6
COD,NPL,65705,8,8
Cash,Offerings,70141,10,8
COD,Offerings,85837,9,8
GPay,NPL,158927,7,6
COD,NPL,162750,3,8
COD,Contract,142621,7,7
GPay,Offerings,94220,8,6
GPay,Offerings,83616,7,6
GPay,Offerings,178137,8,9
GPay,Offerings,97935,3,7
COD,Offerings,103667,3,6
COD,Contract,168933,6,8
COD,Contract,175202,4,6
COD,Contract,101684,9,8
COD,Contract,159299,4,7
Cash,Offerings,130722,8,8
GPay,Contract,66656,10,9
COD,Contract,175776,7,9
GPay,NPL,96346,7,7
COD,Contract,80367,7,6
COD,Contract,159296,6,8
COD,NPL,106233,9,9
COD,NPL,82457,9,9
Cash,Contract,96821,6,6
GPay,Contract,99373,5,8
Cash,NPL,75861,6,6
GPay,NPL,198173,5,8
Cash,Offerings,191615,9,9
Cash,NPL,140819,6,8
COD,NPL,178825,3,8
COD,Contract,114111,10,9
COD,Offerings,88658,4,9
Cash,Contract,101517,3,9
Cash,Contract,91049,4,6
GPay,NPL,162919,4,6
Cash,Contract,111856,9,6
COD,Offerings,168254,10,7
Cash,Offerings,106604,4,6
COD,NPL,85352,5,8
Cash,NPL,179869,9,8
GPay,Offerings,141429,9,8
Cash,Offerings,150935,5,8
COD,Offerings,189554,5,9
COD,NPL,175847,10,7
Cash,NPL,111860,10,6
COD,NPL,112618,6,7
COD,NPL,197083,7,9
Cash,NPL,65588,8,7
Cash,Offerings,163730,7,9
COD,Offerings,146204,6,8
GPay,Contract,70938,6,8
COD,NPL,72560,6,7
GPay,Offerings,66289,4,9
COD,Contract,83581,8,8
Cash,Offerings,178391,4,9
COD,Contract,73452,7,7
Cash,Contract,84243,7,7
Cash,Contract,121875,10,7
GPay,Offerings,132657,5,9
COD,Contract,166294,8,9
Cash,Offerings,119341,4,6
Cash,NPL,160248,6,6
GPay,NPL,199604,8,6
COD,Offerings,75234,3,6
GPay,Offerings,57259,10,8
COD,Offerings,188421,5,9
GPay,Contract,125454,10,6
COD,Offerings,185480,9,7
GPay,Offerings,69223,4,7
Cash,NPL,115133,4,6
GPay,Contract,87014,6,9
Cash,NPL,89955,10,8
GPay,Offerings,158138,5,7
Cash,Offerings,69963,9,7
COD,NPL,161086,9,9
COD,Contract,184830,9,8
Cash,Contract,99484,9,9
Cash,Contract,101446,6,8
COD,Offerings,54247,9,9
COD,NPL,186805,6,8
GPay,Contract,167406,4,6
GPay,Offerings,118031,4,9
COD,NPL,179350,8,8
GPay,Offerings,83208,10,8
GPay,Offerings,158883,9,6
Cash,NPL,98788,4,8
GPay,Offerings,176399,10,8
GPay,Contract,166300,10,8
GPay,NPL,146141,5,8
Cash,Offerings,89298,10,9
Cash,Offerings,167442,6,8
GPay,Contract,170520,10,9
GPay,Contract,158755,3,8
COD,NPL,95358,10,7
Cash,NPL,73082,8,7
COD,Offerings,172471,3,8
Cash,Offerings,155068,6,9
Cash,Offerings,197429,6,6
Cash,NPL,103696,8,6
GPay,NPL,91743,4,9
GPay,NPL,79161,3,6
Cash,Offerings,89243,3,9
Cash,Offerings,160975,4,7
GPay,Contract,148654,5,6
COD,NPL,164005,7,6
Cash,Contract,76183,3,8
GPay,NPL,109702,7,6
GPay,Contract,103790,5,8
GPay,Offerings,117524,5,9
GPay,Offerings,59918,7,9
COD,Contract,162424,10,8
COD,NPL,92016,9,9
COD,Contract,117076,9,6
Cash,Offerings,82641,9,7
GPay,Contract,166906,4,8
GPay,NPL,120545,5,9
GPay,Offerings,174335,3,7
GPay,Contract,135779,4,7
Cash,Contract,188032,8,9
GPay,Contract,119631,6,6
GPay,Contract,54034,7,8
COD,Contract,57996,3,9
GPay,Contract,148918,8,7
Cash,NPL,187394,4,8
GPay,NPL,157711,5,9
GPay,Contract,59978,3,6
Cash,Offerings,172176,9,6
Cash,NPL,53856,5,8
COD,NPL,171809,10,7
COD,Offerings,86854,6,9
Cash,Offerings,118084,7,6
Cash,NPL,127726,6,9
COD,NPL,70408,3,6
COD,NPL,51933,6,8
COD,Offerings,74695,3,7
COD,Contract,170145,9,9
Cash,Contract,120846,7,9
COD,Contract,157062,3,6
GPay,Contract,110057,8,6
Cash,Offerings,114180,3,9
Cash,Offerings,54459,6,7
COD,Offerings,88008,9,7
GPay,NPL,132699,5,7
GPay,NPL,51675,9,8
GPay,NPL,143751,10,9
COD,Contract,57776,7,9
COD,NPL,104946,6,6
COD,Offerings,95863,7,8
COD,NPL,156080,6,9
COD,Offerings,181642,10,6
COD,Offerings,117238,5,9
GPay,Offerings,145203,5,8
GPay,NPL,187080,8,9
COD,Contract,142160,5,6
COD,NPL,175329,4,7
COD,NPL,129480,10,7
GPay,Offerings,104289,8,7
GPay,Offerings,85865,7,6
COD,Contract,146340,10,6
COD,Contract,172306,9,7
Cash,Offerings,123379,9,7
COD,NPL,131594,3,6
COD,Contract,68161,8,8
GPay,Offerings,59043,7,6
Cash,Contract,75363,6,8
COD,Offerings,55511,5,8
Cash,NPL,167889,5,6
Cash,Contract,119702,6,9
Cash,NPL,135213,8,6
GPay,Contract,138514,3,7
GPay,NPL,148735,6,9
COD,Offerings,183911,6,6
Cash,Offerings,70620,7,7
COD,Contract,181812,6,9
Cash,Contract,62001,6,6
COD,Offerings,87580,3,7
COD,Offerings,90020,4,6
COD,Offerings,79452,10,9
Cash,Contract,198405,5,9
Cash,Contract,170517,8,6
Cash,Contract,162690,10,9
COD,NPL,88744,4,7
Cash,Contract,96861,6,6
GPay,NPL,174958,9,8
COD,Contract,152148,9,8
COD,Contract,63134,8,9
Cash,NPL,51662,5,7
GPay,Contract,63247,10,7
GPay,Contract,135621,3,6
COD,Offerings,138047,10,7
COD,Offerings,189323,10,7
Cash,Offerings,188945,10,9
GPay,Offerings,144658,6,8
Cash,NPL,149643,8,8
GPay,Offerings,172655,5,7
COD,NPL,185170,9,6
COD,Contract,168987,3,6
GPay,Contract,112906,7,6
GPay,Offerings,89509,7,7
GPay,Contract,59891,7,8
COD,Offerings,195005,7,8
GPay,NPL,79014,9,6
COD,Offerings,81048,6,6
Cash,Contract,158191,3,6
GPay,Offerings,93506,3,6
GPay,NPL,144774,10,8
Cash,NPL,74844,5,7
Cash,Offerings,80033,8,7
COD,Contract,65653,8,6
GPay,Offerings,156024,6,6
GPay,NPL,95092,6,7
GPay,Offerings,56404,10,7
Cash,Contract,178577,7,9
GPay,Offerings,140760,7,6
GPay,Contract,197189,10,6
Cash,Offerings,123104,10,8
Cash,Offerings,136411,10,7
COD,Offerings,94527,6,6
COD,NPL,195046,7,8
Cash,Contract,180725,10,9
GPay,Offerings,70279,5,9
GPay,Contract,70704,6,8
Cash,NPL,179399,4,7
GPay,Contract,118523,3,9
Cash,Contract,176432,4,6
COD,Contract,155761,10,6
GPay,NPL,186397,6,7
COD,Offerings,75416,5,7
Cash,NPL,189851,10,7
GPay,Contract,137607,10,8
COD,Contract,65705,6,7
COD,Contract,159037,7,9
COD,Offerings,140714,3,6
Cash,Contract,176004,7,7
COD,Offerings,176589,7,8
COD,Contract,181422,4,6
GPay,NPL,89130,4,8
COD,Offerings,116462,10,9
Cash,Offerings,162754,3,9
COD,NPL,64553,5,7
COD,NPL,173377,6,6
COD,Contract,113131,5,9
COD,NPL,71067,9,6
Cash,NPL,116824,7,8
COD,Contract,176992,8,7
COD,Offerings,92075,10,7
GPay,Offerings,91672,4,6
GPay,NPL,53601,6,8
Cash,NPL,114536,4,8
GPay,Contract,84615,7,8
COD,Offerings,128130,5,8
Cash,NPL,85543,3,6
Cash,Contract,158084,10,6
COD,Contract,170638,10,8
GPay,NPL,57412,8,8
Cash,Offerings,93776,5,8
COD,Contract,195304,10,7
GPay,Offerings,194226,6,8
COD,NPL,184117,5,6
COD,Offerings,141713,6,7
GPay,Contract,177420,6,9
GPay,Offerings,165704,10,8
COD,NPL,54674,9,9
GPay,Contract,73083,8,7
COD,NPL,140011,4,8
GPay,NPL,75342,4,7
COD,Offerings,111305,5,7
COD,NPL,80323,5,8
Cash,Offerings,181917,9,6
Cash,Offerings,127832,8,7
GPay,Contract,180040,10,8
Cash,Contract,185752,8,9
Cash,Contract,155031,3,7
GPay,NPL,58679,7,7
COD,NPL,113735,4,8
COD,Contract,167882,4,8
COD,Offerings,187460,10,8
COD,NPL,172826,8,8
GPay,NPL,166403,6,6
Cash,Offerings,157972,8,7
Cash,Contract,53323,3,9
Cash,Contract,184188,6,6
GPay,Contract,182075,8,8
COD,Offerings,134388,7,6
Cash,Contract,165711,5,9
Cash,Offerings,143969,5,7
COD,NPL,115311,6,6
COD,Contract,183898,5,8
COD,Offerings,167233,6,7
Cash,Offerings,174371,10,9
COD,NPL,66960,3,6
COD,NPL,56877,5,8
COD,Offerings,196352,7,6
GPay,Contract,130789,9,8
GPay,Offerings,136804,7,6
GPay,Offerings,104229,6,9
COD,Offerings,65861,5,6
GPay,Contract,86823,7,9
GPay,NPL,110752,3,9
GPay,NPL,96965,9,7
Cash,NPL,59412,10,7
GPay,Contract,102463,9,9
COD,NPL,84756,5,8
Cash,Contract,74538,10,9
GPay,Offerings,136148,10,9
Cash,NPL,191828,4,9
Cash,Contract,181709,5,7
Cash,NPL,81836,7,9
Cash,Offerings,140625,5,6
COD,Offerings,122604,10,6
GPay,NPL,136308,5,9
COD,NPL,178476,6,9
GPay,NPL,60880,7,6
COD,Offerings,171471,3,6
GPay,Offerings,62551,7,8
Cash,Contract,62885,4,6
Cash,Contract,135617,5,9
Cash,NPL,177648,6,9
Cash,Offerings,71810,7,8
Cash,NPL,190511,8,6
Cash,Offerings,97586,10,7
GPay,NPL,197064,6,8
Cash,Offerings,71988,10,8
GPay,NPL,62179,10,9
COD,NPL,107586,5,6
COD,Offerings,61310,3,9
Cash,Offerings,135818,3,6
GPay,Offerings,80132,10,9
Cash,NPL,115896,8,7
COD,Offerings,74469,6,6
COD,NPL,139411,9,9
GPay,Contract,76485,8,9
COD,Contract,54933,7,8
GPay,Offerings,169558,10,7
Cash,Contract,130721,3,6
GPay,NPL,99216,9,9
COD,Offerings,196933,9,8
Cash,NPL,125263,8,9
COD,Contract,130125,9,8
COD,NPL,192410,3,7
GPay,NPL,111722,4,7
GPay,Contract,81586,9,9
Cash,Contract,183016,9,8
Cash,NPL,100913,6,8
Cash,Offerings,125398,9,7
Cash,NPL,189440,7,8
COD,Offerings,90112,10,9
Cash,Offerings,129150,8,8
GPay,Contract,94065,3,9
GPay,NPL,164367,10,8
GPay,Offerings,95146,7,9
Cash,Offerings,94826,9,9
GPay,NPL,56258,10,6
Cash,NPL,50545,4,7
COD,NPL,152395,5,9
GPay,Contract,167905,9,8
COD,Offerings,125326,3,8
Cash,NPL,74320,10,9
GPay,Contract,198854,6,9
COD,Offerings,75842,9,8
Cash,Contract,143611,9,7
GPay,Contract,170131,3,8
GPay,NPL,156704,4,7
GPay,Offerings,163744,10,6
Cash,Offerings,67788,6,9
COD,Offerings,53505,6,7
GPay,Contract,86419,9,7
Cash,Offerings,119308,3,9
Cash,NPL,110005,10,9
COD,NPL,179414,3,6
GPay,Contract,198690,9,8
COD,Offerings,56296,6,6
Cash,Offerings,92165,6,8
GPay,Offerings,103642,5,6
GPay,Contract,182991,6,7
GPay,Offerings,59848,9,6
GPay,NPL,179515,9,8
GPay,Offerings,109397,10,7
COD,Contract,164983,7,7
COD,Offerings,171182,5,7
COD,Contract,78047,8,8
Cash,NPL,90458,8,9
Cash,NPL,97413,3,7
Cash,Contract,97312,6,6
GPay,Offerings,140599,5,7
GPay,NPL,135953,8,8
COD,Offerings,177061,5,7
GPay,NPL,73504,8,9
Cash,Offerings,150324,8,7
COD,Contract,82907,3,6
GPay,NPL,70828,4,7
Cash,Contract,85861,10,9
COD,NPL,147705,10,9
GPay,Contract,59768,9,7
COD,NPL,105863,7,8
GPay,NPL,91034,8,8
Cash,Contract,107461,9,6
GPay,NPL,65358,7,7
Cash,Offerings,161877,8,7
GPay,Contract,125530,8,8
Cash,Contract,162458,7,8
Cash,Offerings,193921,10,6
COD,Offerings,137032,6,6
Cash,NPL,147140,7,9
COD,Contract,176488,5,6
COD,Contract,197931,6,7
Cash,Contract,63525,5,7
GPay,Contract,95982,9,7
COD,Offerings,150822,3,8
GPay,Offerings,72977,5,7
Cash,NPL,109621,7,7
Cash,NPL,54001,7,7
GPay,NPL,147246,6,9
Cash,Offerings,155506,3,6
GPay,Offerings,140816,4,9
COD,Contract,187555,3,7
COD,Offerings,88480,7,8
Cash,Contract,154550,4,7
COD,Offerings,105951,5,8
COD,Contract,119906,5,9
Cash,NPL,76182,10,9
GPay,Offerings,58247,4,7
Cash,Contract,123886,7,6
Cash,Offerings,138716,5,9
GPay,Contract,61192,10,9
GPay,Offerings,67050,3,8
COD,Contract,112210,10,9
Cash,Offerings,189219,7,7
Cash,Contract,166682,8,7
COD,Offerings,193055,3,7
COD,Offerings,163705,5,9
GPay,NPL,118256,6,7
GPay,Offerings,68561,4,6
COD,Offerings,120452,4,6
GPay,Contract,184506,3,7
COD,Contract,166070,7,6
COD,Offerings,82615,5,8
Cash,NPL,61087,6,7
Cash,Offerings,97364,9,6
COD,NPL,130387,10,6
Cash,NPL,122576,7,8
Cash,Offerings,165550,6,8
GPay,Offerings,125021,10,6
COD,Contract,122319,4,9
Cash,Offerings,90622,4,6
GPay,Offerings,72390,8,7
COD,NPL,167030,6,6
Cash,NPL,110203,6,7
COD,Contract,161757,4,9
Cash,NPL,121750,8,8
GPay,NPL,81021,4,8
Cash,NPL,68680,5,9
COD,NPL,157185,9,8
COD,NPL,189232,5,6
COD,NPL,175151,8,9
Cash,Contract,168529,9,9
Cash,NPL,127564,9,9
Cash,Offerings,144926,4,6
Cash,Contract,75102,7,9
Cash,NPL,81364,9,7
Cash,NPL,135432,5,6
COD,Contract,56462,7,9
GPay,Offerings,176307,9,9
GPay,NPL,112238,5,6
Cash,NPL,128037,4,9
COD,NPL,60678,4,6
COD,NPL,135874,10,9
Cash,Offerings,130815,9,6
GPay,Contract,150227,8,7
Cash,NPL,150768,4,8
COD,Contract,156119,5,9
GPay,Contract,181811,4,7
COD,NPL,163066,7,7
GPay,NPL,84364,4,9
GPay,Offerings,171132,9,7
GPay,Offerings,135812,9,8
GPay,Offerings,55218,5,9
GPay,NPL,67006,3,6
COD,Contract,124572,5,8
Cash,Offerings,192032,9,6
Cash,NPL,155390,6,6
GPay,NPL,104638,5,6
GPay,Contract,64792,4,7
COD,Offerings,126696,5,8
COD,NPL,171275,6,8
COD,Contract,51707,9,9
Cash,NPL,105334,9,9
GPay,Contract,150210,7,8
GPay,Offerings,66370,4,7
Cash,Contract,141969,10,7
Cash,Contract,165834,5,6
GPay,Offerings,163298,3,8
COD,Contract,150267,8,8
GPay,Contract,185977,8,6
GPay,Offerings,193218,6,6
GPay,Contract,175715,8,9
COD,NPL,105086,7,7
GPay,Offerings,99899,5,8
GPay,Contract,168720,6,6
Cash,Offerings,170382,6,8
Cash,Offerings,135235,4,8
GPay,NPL,176598,7,8
Cash,Offerings,146369,9,9
Cash,Offerings,192896,7,7
COD,Contract,64252,5,8
COD,Contract,110639,4,7
GPay,NPL,143798,9,8
GPay,Offerings,125219,4,7
GPay,Contract,74535,4,6
COD,NPL,82553,5,8
COD,Contract,83992,3,9
COD,NPL,116321,10,8
GPay,NPL,166727,6,7
COD,Contract,137020,4,6
Cash,NPL,119562,7,9
COD,Offerings,105941,3,6
Cash,Offerings,111977,7,6
Cash,NPL,56523,8,9
COD,Offerings,83069,9,8
Cash,NPL,76580,6,6
COD,Contract,193477,3,9
GPay,NPL,183705,5,7
COD,Contract,114389,4,9
COD,NPL,94465,5,6
Cash,Offerings,93980,9,7
GPay,Contract,175488,5,6
GPay,NPL,111573,6,7
COD,Contract,171477,7,8
Cash,Contract,82237,5,8
GPay,Contract,182080,7,7
GPay,Contract,138412,8,9
COD,Contract,140674,7,9
GPay,NPL,96456,6,6
Cash,Offerings,133744,4,8
GPay,Contract,184655,4,6
GPay,NPL,58640,10,9
COD,Contract,161800,10,8
COD,NPL,110690,3,8
COD,NPL,151147,5,8
COD,Offerings,147893,6,9
COD,Contract,185320,7,8
Cash,NPL,157967,7,9
GPay,Contract,131255,6,8
COD,NPL,88993,3,9
Cash,Contract,166355,9,8
Cash,NPL,180506,3,7
Cash,Contract,190169,9,6
COD,NPL,99482,6,6
GPay,Offerings,126787,6,9
GPay,Offerings,120694,3,6
COD,Contract,51345,4,9
GPay,Contract,178003,5,6
Cash,Contract,180676,3,9
GPay,Offerings,133091,5,7
COD,NPL,100054,8,7
Cash,NPL,71965,5,9
COD,Contract,72101,3,8
COD,NPL,144054,7,8
COD,NPL,103810,5,9
GPay,NPL,165114,3,6
GPay,Offerings,121108,3,9
Cash,Offerings,154369,4,6
Cash,Offerings,193615,3,9
COD,Offerings,89142,3,6
GPay,NPL,145087,3,7
Cash,Offerings,93014,5,7
Cash,Contract,57426,4,8
GPay,Contract,64515,10,6
COD,Offerings,188920,5,6
COD,Contract,113921,4,7
GPay,Offerings,71984,8,6
COD,NPL,169457,9,8
Cash,NPL,68454,6,6
GPay,Contract,194815,7,6
COD,NPL,102073,6,9
COD,Offerings,88848,6,7
Cash,Offerings,140717,9,8
GPay,NPL,67731,10,7
Cash,NPL,72124,9,9
GPay,Contract,113446,7,8
COD,Contract,97067,7,8
GPay,Contract,190157,6,8
Cash,Contract,176662,8,9
Cash,Contract,130356,4,9
COD,Offerings,86703,4,6
COD,Contract,61115,8,9
COD,Contract,180201,3,6
COD,Offerings,182318,5,9
GPay,Contract,177293,6,7
Cash,Offerings,85915,5,8
Cash,Offerings,60978,4,6
Cash,NPL,194436,5,6
Cash,Contract,127690,10,8
GPay,NPL,80522,7,7
COD,Contract,91965,5,9
Cash,NPL,159299,3,6
Cash,Offerings,130611,6,9
GPay,Offerings,109635,3,6
GPay,NPL,147445,3,6
GPay,Contract,176756,3,8
Cash,Offerings,117891,7,6
Cash,NPL,59464,4,9
Cash,Contract,87427,9,7
GPay,NPL,105821,8,6
Cash,Offerings,173977,7,6
Cash,Contract,137115,3,7
Cash,NPL,141053,7,6
Cash,NPL,130838,7,6
Cash,Offerings,57526,5,7
Cash,NPL,156192,8,8
GPay,Offerings,52807,6,8
COD,Offerings,66469,8,6
COD,Offerings,72358,6,9
GPay,NPL,187405,7,7
Cash,Contract,146910,6,9
COD,NPL,123957,9,9
Cash,NPL,190965,10,6
COD,Offerings,195408,6,8
Cash,NPL,100227,6,8
Cash,Contract,80309,6,7
GPay,Contract,164916,7,8
GPay,Contract,101617,10,7
GPay,Contract,196411,8,8
Cash,Offerings,171827,10,6
GPay,Offerings,144166,8,7
COD,NPL,131889,10,9
GPay,Offerings,119345,6,6
Cash,NPL,60993,3,8
GPay,Offerings,169771,3,8
Cash,NPL,133469,8,9
Cash,Contract,87277,7,7
Cash,Offerings,151709,7,8
Cash,Contract,109575,8,6
COD,Contract,194289,3,8
GPay,Contract,187615,5,9
Cash,Contract,87399,10,8
Cash,NPL,53405,3,7
Cash,NPL,199395,9,8
Cash,Offerings,138812,6,8
COD,NPL,68271,10,8
GPay,NPL,94176,7,6
GPay,NPL,83981,8,8
GPay,Contract,197690,10,9
GPay,Offerings,151872,8,8
GPay,Offerings,141019,8,9
GPay,Offerings,100013,9,9
GPay,Contract,94289,9,7
Cash,Contract,68098,7,6
Cash,Contract,170452,3,8
Cash,Contract,122582,3,8
GPay,Offerings,120567,3,6
Cash,Contract,161641,4,8
Cash,Offerings,170379,8,9
GPay,Contract,70789,5,9
COD,Offerings,50349,6,9
Cash,Contract,178798,9,9
GPay,NPL,115626,6,9
COD,Contract,123722,7,9
Cash,NPL,54402,7,9
Cash,NPL,70685,5,8
GPay,NPL,116982,9,7
Cash,Contract,169274,10,6
COD,NPL,63436,9,8
COD,Offerings,82173,3,7
GPay,Contract,77196,10,6
GPay,Offerings,107163,8,9
GPay,NPL,122346,3,6
Cash,NPL,173458,4,8
COD,NPL,89120,4,8
GPay,Offerings,115193,6,6
COD,NPL,142841,6,6
GPay,NPL,163728,10,6
COD,Offerings,164047,9,9
Cash,NPL,199428,8,8
GPay,Contract,76001,8,7
COD,Contract,142654,9,7
GPay,Offerings,173239,8,9
GPay,NPL,115662,5,6
Cash,NPL,120303,3,8
Cash,NPL,131668,8,9
Cash,Contract,192542,8,8
GPay,Offerings,95548,5,7
GPay,Contract,73155,6,7
GPay,Offerings,137304,10,8
GPay,NPL,188929,10,8
COD,Offerings,91814,8,6
COD,NPL,184766,6,7
COD,Offerings,130190,3,6
Cash,Contract,107879,7,6
GPay,Contract,57222,4,8
GPay,Offerings,172705,10,7
COD,Offerings,133755,9,9
GPay,NPL,158572,5,9
Cash,Offerings,66502,6,8
Cash,Contract,125429,4,8
Cash,Contract,63940,4,6
COD,NPL,163939,9,8
GPay,NPL,137444,9,6
COD,Offerings,199256,9,9
COD,Offerings,98511,10,9
Cash,Contract,98228,3,7
Cash,NPL,127220,4,9
GPay,Offerings,109198,6,9
Cash,NPL,50924,5,8
COD,NPL,185112,5,9
COD,NPL,133782,3,8
GPay,Offerings,50934,9,6
Cash,Contract,50980,5,9
GPay,NPL,168031,7,7
COD,Contract,95614,6,9
Cash,Offerings,128081,10,7
Cash,Offerings,134402,10,8
COD,NPL,149785,3,9
GPay,Contract,70495,6,9
GPay,NPL,144729,8,8
GPay,NPL,128730,9,9
GPay,Offerings,63953,9,6
COD,Offerings,99978,4,7
GPay,Contract,107041,9,7
GPay,Offerings,65776,3,9
GPay,Contract,141920,4,8
Cash,Offerings,52272,6,7
GPay,Contract,125988,3,8
GPay,Contract,85139,3,7
Cash,Offerings,128702,7,9
COD,Contract,124124,6,8
Cash,Contract,136380,3,7
Cash,Contract,81106,5,6
GPay,NPL,105949,6,6
COD,NPL,67439,6,9
Cash,Offerings,166291,9,8
Cash,NPL,95518,7,7
GPay,Offerings,196300,7,8
COD,Contract,102062,7,8
GPay,Contract,66252,4,7
Cash,NPL,124803,5,8
COD,NPL,121590,7,9
GPay,Contract,176284,8,9
COD,NPL,63442,10,9
GPay,Contract,183316,8,8
Cash,NPL,138310,3,7
COD,Contract,77540,8,6
COD,Offerings,180561,9,7
