Class_of_Outlet,Type_of_Outlet,Outlet_ID
L,DE,CD05376
L,HA,CD05377
SH,DE,CD05378
M,DE,CD05379
VL,RE,CD05380
VL,RE,CD05381
VL,RE,CD05382
H,RE,CD05383
VL,RE,CD05384
H,HA,CD05385
SH,RE,CD05386
M,RE,CD05387
L,HA,CD05388
VL,DE,CD05389
VL,RE,CD05390
H,DE,CD05391
VL,DE,CD05392
L,DE,CD05393
SH,HA,CD05394
H,RE,CD05395
SH,HA,CD05396
SH,HA,CD05397
L,RE,CD05398
L,RE,CD05399
VL,RE,CD05400
M,RE,CD05401
M,RE,CD05402
L,RE,CD05403
VL,HA,CD05404
M,HA,CD05405
H,DE,CD05406
M,HA,CD05407
SH,DE,CD05408
SH,DE,CD05409
L,RE,CD05410
H,RE,CD05411
VL,DE,CD05412
M,HA,CD05413
SH,DE,CD05414
VL,HA,CD05415
SH,HA,CD05416
H,DE,CD05417
SH,DE,CD05418
M,DE,CD05419
SH,HA,CD05420
H,DE,CD05421
L,DE,CD05422
H,RE,CD05423
M,RE,CD05424
H,DE,CD05425
VL,HA,CD05426
VL,RE,CD05427
H,RE,CD05428
L,DE,CD05429
L,HA,CD05430
VL,HA,CD05431
L,RE,CD05432
H,RE,CD05433
M,RE,CD05434
VL,HA,CD05435
M,HA,CD05436
VL,DE,CD05437
H,DE,CD05438
M,DE,CD05439
L,HA,CD05440
M,RE,CD05441
H,DE,CD05442
VL,HA,CD05443
VL,HA,CD05444
M,RE,CD05445
M,HA,CD05446
L,DE,CD05447
M,RE,CD05448
H,HA,CD05449
L,RE,CD05450
VL,RE,CD05451
L,HA,CD05452
H,HA,CD05453
H,RE,CD05454
VL,DE,CD05455
M,HA,CD05456
VL,HA,CD05457
SH,HA,CD05458
VL,DE,CD05459
L,RE,CD05460
H,DE,CD05461
SH,RE,CD05462
VL,DE,CD05463
VL,RE,CD05464
L,RE,CD05465
VL,DE,CD05466
SH,DE,CD05467
H,RE,CD05468
H,HA,CD05469
L,RE,CD05470
L,DE,CD05471
VL,HA,CD05472
M,RE,CD05473
SH,DE,CD05474
SH,DE,CD05475
VL,RE,CD05476
SH,DE,CD05477
L,RE,CD05478
L,RE,CD05479
L,DE,CD05480
M,DE,CD05481
H,DE,CD05482
L,HA,CD05483
VL,RE,CD05484
VL,HA,CD05485
SH,DE,CD05486
H,DE,CD05487
H,DE,CD05488
SH,RE,CD05489
M,HA,CD05490
M,HA,CD05491
M,RE,CD05492
VL,DE,CD05493
L,DE,CD05494
L,HA,CD05495
L,HA,CD05496
VL,DE,CD05497
VL,RE,CD05498
M,HA,CD05499
L,HA,CD05500
H,HA,CD05501
H,DE,CD05502
L,DE,CD05503
VL,DE,CD05504
L,HA,CD05505
M,DE,CD05506
L,RE,CD05507
L,DE,CD05508
L,RE,CD05509
SH,DE,CD05510
H,RE,CD05511
L,DE,CD05512
H,RE,CD05513
M,DE,CD05514
M,HA,CD05515
L,HA,CD05516
L,RE,CD05517
M,RE,CD05518
M,RE,CD05519
M,HA,CD05520
VL,DE,CD05521
M,RE,CD05522
L,DE,CD05523
VL,RE,CD05524
H,RE,CD05525
L,RE,CD05526
L,RE,CD05527
VL,RE,CD05528
H,RE,CD05529
H,RE,CD05530
M,DE,CD05531
L,HA,CD05532
H,DE,CD05533
H,HA,CD05534
SH,RE,CD05535
L,HA,CD05536
M,RE,CD05537
SH,RE,CD05538
H,DE,CD05539
L,DE,CD05540
L,HA,CD05541
L,RE,CD05542
H,RE,CD05543
VL,HA,CD05544
H,HA,CD05545
SH,HA,CD05546
H,DE,CD05547
M,RE,CD05548
M,DE,CD05549
L,DE,CD05550
VL,DE,CD05551
M,DE,CD05552
VL,HA,CD05553
M,RE,CD05554
SH,DE,CD05555
M,HA,CD05556
L,HA,CD05557
SH,HA,CD05558
H,DE,CD05559
L,HA,CD05560
M,HA,CD05561
SH,DE,CD05562
M,DE,CD05563
M,HA,CD05564
VL,DE,CD05565
SH,HA,CD05566
VL,DE,CD05567
H,DE,CD05568
H,HA,CD05569
M,HA,CD05570
SH,DE,CD05571
VL,RE,CD05572
VL,DE,CD05573
SH,RE,CD05574
L,RE,CD05575
M,HA,CD05576
H,DE,CD05577
M,DE,CD05578
SH,HA,CD05579
VL,DE,CD05580
M,HA,CD05581
VL,RE,CD05582
VL,HA,CD05583
SH,DE,CD05584
H,DE,CD05585
H,RE,CD05586
L,HA,CD05587
SH,RE,CD05588
M,DE,CD05589
L,HA,CD05590
M,RE,CD05591
M,HA,CD05592
SH,HA,CD05593
VL,HA,CD05594
M,DE,CD05595
H,DE,CD05596
M,HA,CD05597
L,HA,CD05598
L,HA,CD05599
H,HA,CD05600
SH,RE,CD05601
M,DE,CD05602
H,RE,CD05603
M,DE,CD05604
M,DE,CD05605
H,HA,CD05606
VL,RE,CD05607
VL,DE,CD05608
SH,DE,CD05609
M,DE,CD05610
H,HA,CD05611
SH,DE,CD05612
H,HA,CD05613
VL,DE,CD05614
H,RE,CD05615
VL,RE,CD05616
SH,RE,CD05617
SH,DE,CD05618
H,RE,CD05619
M,DE,CD05620
H,HA,CD05621
H,RE,CD05622
VL,RE,CD05623
M,RE,CD05624
H,HA,CD05625
L,RE,CD05626
VL,RE,CD05627
H,DE,CD05628
M,HA,CD05629
SH,DE,CD05630
H,RE,CD05631
L,RE,CD05632
H,HA,CD05633
VL,DE,CD05634
L,HA,CD05635
M,HA,CD05636
L,DE,CD05637
M,HA,CD05638
H,HA,CD05639
VL,HA,CD05640
L,RE,CD05641
M,DE,CD05642
SH,HA,CD05643
L,HA,CD05644
M,DE,CD05645
VL,HA,CD05646
H,DE,CD05647
VL,DE,CD05648
SH,DE,CD05649
L,DE,CD05650
M,DE,CD05651
H,DE,CD05652
M,HA,CD05653
VL,RE,CD05654
L,HA,CD05655
H,HA,CD05656
VL,RE,CD05657
VL,HA,CD05658
M,RE,CD05659
H,DE,CD05660
M,DE,CD05661
SH,DE,CD05662
SH,DE,CD05663
H,RE,CD05664
VL,RE,CD05665
SH,HA,CD05666
SH,HA,CD05667
VL,DE,CD05668
M,RE,CD05669
M,HA,CD05670
H,HA,CD05671
H,RE,CD05672
L,HA,CD05673
H,DE,CD05674
L,DE,CD05675
L,HA,CD05676
VL,HA,CD05677
VL,HA,CD05678
L,RE,CD05679
L,RE,CD05680
H,HA,CD05681
M,RE,CD05682
M,DE,CD05683
SH,DE,CD05684
VL,HA,CD05685
M,DE,CD05686
L,HA,CD05687
VL,RE,CD05688
M,HA,CD05689
H,DE,CD05690
SH,HA,CD05691
SH,RE,CD05692
M,RE,CD05693
L,RE,CD05694
L,DE,CD05695
VL,DE,CD05696
VL,DE,CD05697
SH,RE,CD05698
M,RE,CD05699
L,DE,CD05700
VL,RE,CD05701
M,RE,CD05702
SH,HA,CD05703
VL,DE,CD05704
SH,DE,CD05705
SH,RE,CD05706
VL,HA,CD05707
M,HA,CD05708
VL,HA,CD05709
H,HA,CD05710
H,HA,CD05711
L,DE,CD05712
H,RE,CD05713
M,RE,CD05714
H,RE,CD05715
L,HA,CD05716
SH,HA,CD05717
M,RE,CD05718
VL,HA,CD05719
M,RE,CD05720
L,HA,CD05721
L,RE,CD05722
VL,RE,CD05723
M,RE,CD05724
M,DE,CD05725
L,HA,CD05726
VL,RE,CD05727
SH,RE,CD05728
L,HA,CD05729
SH,RE,CD05730
SH,DE,CD05731
L,RE,CD05732
L,DE,CD05733
L,RE,CD05734
SH,HA,CD05735
L,HA,CD05736
M,HA,CD05737
L,RE,CD05738
L,DE,CD05739
M,HA,CD05740
VL,RE,CD05741
L,RE,CD05742
M,RE,CD05743
M,RE,CD05744
L,HA,CD05745
SH,DE,CD05746
VL,HA,CD05747
L,HA,CD05748
L,RE,CD05749
SH,DE,CD05750
M,DE,CD05751
H,HA,CD05752
M,RE,CD05753
SH,RE,CD05754
SH,HA,CD05755
SH,HA,CD05756
H,RE,CD05757
SH,DE,CD05758
L,RE,CD05759
SH,RE,CD05760
SH,RE,CD05761
VL,DE,CD05762
SH,RE,CD05763
H,RE,CD05764
M,HA,CD05765
VL,RE,CD05766
M,RE,CD05767
SH,RE,CD05768
VL,RE,CD05769
H,RE,CD05770
VL,DE,CD05771
H,DE,CD05772
L,HA,CD05773
SH,DE,CD05774
L,DE,CD05775
M,RE,CD05776
VL,DE,CD05777
H,HA,CD05778
L,DE,CD05779
H,DE,CD05780
H,RE,CD05781
VL,HA,CD05782
SH,RE,CD05783
SH,HA,CD05784
SH,RE,CD05785
SH,HA,CD05786
VL,RE,CD05787
SH,RE,CD05788
L,HA,CD05789
SH,HA,CD05790
SH,HA,CD05791
VL,HA,CD05792
L,RE,CD05793
H,HA,CD05794
H,HA,CD05795
H,HA,CD05796
M,HA,CD05797
VL,RE,CD05798
M,HA,CD05799
L,RE,CD05800
SH,RE,CD05801
SH,HA,CD05802
M,DE,CD05803
H,HA,CD05804
VL,DE,CD05805
SH,DE,CD05806
H,HA,CD05807
VL,DE,CD05808
H,HA,CD05809
VL,RE,CD05810
SH,DE,CD05811
L,HA,CD05812
L,RE,CD05813
SH,DE,CD05814
VL,RE,CD05815
M,RE,CD05816
VL,DE,CD05817
H,DE,CD05818
H,RE,CD05819
H,RE,CD05820
H,DE,CD05821
SH,RE,CD05822
VL,RE,CD05823
H,DE,CD05824
VL,DE,CD05825
L,RE,CD05826
VL,RE,CD05827
VL,DE,CD05828
SH,RE,CD05829
H,HA,CD05830
M,RE,CD05831
L,RE,CD05832
SH,RE,CD05833
L,RE,CD05834
M,DE,CD05835
H,RE,CD05836
SH,HA,CD05837
VL,DE,CD05838
M,DE,CD05839
M,DE,CD05840
M,HA,CD05841
SH,DE,CD05842
SH,RE,CD05843
H,RE,CD05844
H,HA,CD05845
VL,DE,CD05846
M,DE,CD05847
L,RE,CD05848
H,DE,CD05849
H,RE,CD05850
H,RE,CD05851
H,DE,CD05852
SH,RE,CD05853
SH,RE,CD05854
M,HA,CD05855
SH,DE,CD05856
VL,RE,CD05857
SH,DE,CD05858
H,DE,CD05859
L,HA,CD05860
SH,RE,CD05861
M,RE,CD05862
H,RE,CD05863
M,HA,CD05864
H,HA,CD05865
M,DE,CD05866
SH,RE,CD05867
SH,RE,CD05868
L,DE,CD05869
VL,HA,CD05870
H,RE,CD05871
SH,DE,CD05872
VL,HA,CD05873
H,DE,CD05874
H,RE,CD05875
H,RE,CD05876
L,DE,CD05877
L,DE,CD05878
L,DE,CD05879
SH,HA,CD05880
L,DE,CD05881
H,HA,CD05882
SH,DE,CD05883
H,HA,CD05884
M,RE,CD05885
SH,HA,CD05886
SH,RE,CD05887
M,DE,CD05888
VL,RE,CD05889
M,RE,CD05890
VL,RE,CD05891
VL,DE,CD05892
L,HA,CD05893
H,HA,CD05894
M,RE,CD05895
SH,RE,CD05896
SH,HA,CD05897
M,DE,CD05898
H,HA,CD05899
L,DE,CD05900
VL,RE,CD05901
VL,DE,CD05902
M,DE,CD05903
L,HA,CD05904
H,DE,CD05905
L,RE,CD05906
SH,DE,CD05907
M,DE,CD05908
H,DE,CD05909
SH,HA,CD05910
H,RE,CD05911
M,HA,CD05912
M,RE,CD05913
SH,HA,CD05914
L,DE,CD05915
VL,HA,CD05916
M,DE,CD05917
H,DE,CD05918
M,HA,CD05919
SH,DE,CD05920
L,DE,CD05921
VL,HA,CD05922
M,HA,CD05923
VL,HA,CD05924
VL,RE,CD05925
L,HA,CD05926
M,RE,CD05927
H,RE,CD05928
VL,HA,CD05929
SH,HA,CD05930
SH,HA,CD05931
SH,RE,CD05932
L,HA,CD05933
SH,HA,CD05934
VL,RE,CD05935
M,HA,CD05936
M,RE,CD05937
L,DE,CD05938
VL,RE,CD05939
L,RE,CD05940
M,RE,CD05941
M,RE,CD05942
L,HA,CD05943
M,HA,CD05944
L,RE,CD05945
L,HA,CD05946
M,DE,CD05947
L,DE,CD05948
L,RE,CD05949
SH,DE,CD05950
L,HA,CD05951
M,RE,CD05952
M,HA,CD05953
SH,DE,CD05954
SH,RE,CD05955
SH,HA,CD05956
H,RE,CD05957
L,DE,CD05958
VL,RE,CD05959
H,RE,CD05960
L,RE,CD05961
M,DE,CD05962
VL,RE,CD05963
M,HA,CD05964
VL,DE,CD05965
M,HA,CD05966
SH,DE,CD05967
VL,DE,CD05968
M,HA,CD05969
VL,RE,CD05970
VL,RE,CD05971
M,RE,CD05972
L,RE,CD05973
M,RE,CD05974
H,DE,CD05975
VL,DE,CD05976
H,DE,CD05977
M,RE,CD05978
SH,RE,CD05979
SH,RE,CD05980
H,HA,CD05981
L,DE,CD05982
L,DE,CD05983
M,HA,CD05984
M,HA,CD05985
SH,RE,CD05986
L,HA,CD05987
M,HA,CD05988
M,HA,CD05989
M,HA,CD05990
L,HA,CD05991
L,RE,CD05992
M,HA,CD05993
M,HA,CD05994
SH,RE,CD05995
VL,RE,CD05996
L,HA,CD05997
VL,RE,CD05998
H,HA,CD05999
H,HA,CD06000
SH,HA,CD06001
L,RE,CD06002
VL,RE,CD06003
M,RE,CD06004
L,RE,CD06005
VL,RE,CD06006
SH,DE,CD06007
M,DE,CD06008
M,HA,CD06009
SH,HA,CD06010
SH,RE,CD06011
VL,HA,CD06012
SH,RE,CD06013
SH,DE,CD06014
VL,DE,CD06015
M,DE,CD06016
VL,HA,CD06017
VL,RE,CD06018
VL,DE,CD06019
H,DE,CD06020
SH,DE,CD06021
SH,DE,CD06022
VL,RE,CD06023
M,HA,CD06024
M,HA,CD06025
SH,DE,CD06026
SH,RE,CD06027
M,DE,CD06028
L,DE,CD06029
SH,HA,CD06030
M,DE,CD06031
H,RE,CD06032
VL,DE,CD06033
M,HA,CD06034
VL,RE,CD06035
L,RE,CD06036
M,HA,CD06037
SH,DE,CD06038
VL,RE,CD06039
VL,HA,CD06040
M,RE,CD06041
VL,RE,CD06042
L,DE,CD06043
H,DE,CD06044
L,DE,CD06045
L,RE,CD06046
H,RE,CD06047
H,RE,CD06048
L,HA,CD06049
L,DE,CD06050
SH,RE,CD06051
M,RE,CD06052
SH,RE,CD06053
M,RE,CD06054
M,HA,CD06055
VL,HA,CD06056
M,RE,CD06057
SH,DE,CD06058
H,RE,CD06059
M,RE,CD06060
M,HA,CD06061
L,HA,CD06062
SH,RE,CD06063
M,RE,CD06064
SH,RE,CD06065
SH,DE,CD06066
SH,RE,CD06067
SH,HA,CD06068
SH,HA,CD06069
SH,RE,CD06070
SH,HA,CD06071
SH,DE,CD06072
H,DE,CD06073
H,DE,CD06074
SH,RE,CD06075
SH,RE,CD06076
VL,DE,CD06077
H,RE,CD06078
H,DE,CD06079
SH,RE,CD06080
SH,RE,CD06081
H,HA,CD06082
L,DE,CD06083
M,HA,CD06084
L,DE,CD06085
H,RE,CD06086
VL,HA,CD06087
L,RE,CD06088
H,DE,CD06089
M,HA,CD06090
M,HA,CD06091
VL,DE,CD06092
L,DE,CD06093
M,HA,CD06094
VL,DE,CD06095
VL,DE,CD06096
H,HA,CD06097
SH,HA,CD06098
M,HA,CD06099
H,DE,CD06100
H,RE,CD06101
H,DE,CD06102
M,RE,CD06103
SH,HA,CD06104
SH,DE,CD06105
L,HA,CD06106
L,HA,CD06107
H,HA,CD06108
VL,DE,CD06109
L,HA,CD06110
SH,DE,CD06111
M,HA,CD06112
SH,DE,CD06113
M,HA,CD06114
L,HA,CD06115
SH,DE,CD06116
L,HA,CD06117
M,HA,CD06118
VL,DE,CD06119
VL,DE,CD06120
L,HA,CD06121
L,HA,CD06122
L,DE,CD06123
M,RE,CD06124
L,HA,CD06125
L,DE,CD06126
L,RE,CD06127
M,DE,CD06128
H,DE,CD06129
H,HA,CD06130
M,DE,CD06131
VL,RE,CD06132
SH,RE,CD06133
L,HA,CD06134
SH,DE,CD06135
SH,DE,CD06136
SH,HA,CD06137
M,HA,CD06138
VL,RE,CD06139
L,HA,CD06140
SH,RE,CD06141
L,HA,CD06142
SH,HA,CD06143
M,DE,CD06144
H,HA,CD06145
VL,DE,CD06146
VL,HA,CD06147
H,DE,CD06148
VL,DE,CD06149
L,HA,CD06150
VL,RE,CD06151
M,DE,CD06152
SH,RE,CD06153
VL,HA,CD06154
M,DE,CD06155
SH,DE,CD06156
H,DE,CD06157
L,RE,CD06158
M,DE,CD06159
H,RE,CD06160
SH,DE,CD06161
VL,HA,CD06162
L,RE,CD06163
VL,HA,CD06164
VL,HA,CD06165
H,RE,CD06166
M,DE,CD06167
SH,DE,CD06168
M,HA,CD06169
L,DE,CD06170
VL,RE,CD06171
L,RE,CD06172
M,DE,CD06173
M,RE,CD06174
L,HA,CD06175
H,HA,CD06176
SH,HA,CD06177
SH,DE,CD06178
VL,HA,CD06179
H,HA,CD06180
VL,RE,CD06181
H,DE,CD06182
H,HA,CD06183
H,HA,CD06184
H,HA,CD06185
SH,HA,CD06186
SH,DE,CD06187
H,HA,CD06188
H,HA,CD06189
L,DE,CD06190
L,RE,CD06191
VL,RE,CD06192
L,DE,CD06193
SH,RE,CD06194
VL,RE,CD06195
SH,HA,CD06196
H,HA,CD06197
H,HA,CD06198
SH,HA,CD06199
M,RE,CD06200
H,RE,CD06201
SH,RE,CD06202
M,HA,CD06203
VL,HA,CD06204
H,RE,CD06205
L,DE,CD06206
VL,RE,CD06207
M,HA,CD06208
VL,RE,CD06209
SH,RE,CD06210
M,RE,CD06211
SH,DE,CD06212
L,RE,CD06213
VL,DE,CD06214
VL,DE,CD06215
L,DE,CD06216
H,HA,CD06217
SH,HA,CD06218
SH,DE,CD06219
VL,DE,CD06220
H,HA,CD06221
M,DE,CD06222
M,HA,CD06223
VL,DE,CD06224
M,RE,CD06225
SH,HA,CD06226
L,HA,CD06227
SH,RE,CD06228
H,DE,CD06229
VL,HA,CD06230
H,HA,CD06231
SH,RE,CD06232
H,RE,CD06233
H,RE,CD06234
H,RE,CD06235
VL,HA,CD06236
L,RE,CD06237
VL,HA,CD06238
SH,RE,CD06239
H,HA,CD06240
VL,RE,CD06241
SH,HA,CD06242
H,DE,CD06243
VL,HA,CD06244
VL,HA,CD06245
M,RE,CD06246
L,DE,CD06247
L,DE,CD06248
VL,DE,CD06249
VL,RE,CD06250
SH,DE,CD06251
L,HA,CD06252
SH,DE,CD06253
VL,RE,CD06254
VL,DE,CD06255
SH,DE,CD06256
L,DE,CD06257
SH,HA,CD06258
L,DE,CD06259
SH,RE,CD06260
L,DE,CD06261
L,DE,CD06262
VL,HA,CD06263
M,HA,CD06264
SH,RE,CD06265
M,HA,CD06266
H,DE,CD06267
SH,RE,CD06268
L,DE,CD06269
VL,DE,CD06270
H,HA,CD06271
VL,RE,CD06272
L,HA,CD06273
H,RE,CD06274
L,HA,CD06275
H,HA,CD06276
L,RE,CD06277
SH,DE,CD06278
L,DE,CD06279
L,DE,CD06280
H,DE,CD06281
H,HA,CD06282
H,DE,CD06283
M,HA,CD06284
M,HA,CD06285
VL,RE,CD06286
VL,HA,CD06287
M,HA,CD06288
VL,HA,CD06289
VL,RE,CD06290
L,DE,CD06291
H,RE,CD06292
VL,DE,CD06293
M,DE,CD06294
SH,HA,CD06295
L,HA,CD06296
M,RE,CD06297
H,RE,CD06298
VL,RE,CD06299
M,DE,CD06300
SH,HA,CD06301
L,RE,CD06302
M,DE,CD06303
H,DE,CD06304
H,HA,CD06305
VL,RE,CD06306
M,HA,CD06307
H,HA,CD06308
H,HA,CD06309
VL,RE,CD06310
SH,HA,CD06311
H,RE,CD06312
M,DE,CD06313
M,DE,CD06314
SH,HA,CD06315
M,RE,CD06316
VL,DE,CD06317
H,HA,CD06318
VL,RE,CD06319
SH,RE,CD06320
M,RE,CD06321
SH,HA,CD06322
SH,RE,CD06323
SH,RE,CD06324
L,HA,CD06325
H,DE,CD06326
L,RE,CD06327
SH,DE,CD06328
L,HA,CD06329
L,HA,CD06330
L,RE,CD06331
M,DE,CD06332
VL,RE,CD06333
H,RE,CD06334
SH,DE,CD06335
VL,RE,CD06336
M,HA,CD06337
VL,RE,CD06338
H,RE,CD06339
M,HA,CD06340
M,HA,CD06341
M,HA,CD06342
H,RE,CD06343
H,RE,CD06344
M,HA,CD06345
M,DE,CD06346
VL,RE,CD06347
SH,HA,CD06348
H,RE,CD06349
M,DE,CD06350
H,RE,CD06351
VL,RE,CD06352
VL,RE,CD06353
VL,RE,CD06354
L,HA,CD06355
L,RE,CD06356
M,RE,CD06357
VL,DE,CD06358
M,RE,CD06359
SH,DE,CD06360
VL,DE,CD06361
VL,DE,CD06362
H,DE,CD06363
VL,HA,CD06364
M,DE,CD06365
H,HA,CD06366
SH,RE,CD06367
L,RE,CD06368
VL,DE,CD06369
H,DE,CD06370
M,RE,CD06371
M,DE,CD06372
H,RE,CD06373
SH,DE,CD06374
H,DE,CD06375
L,DE,CD06376
M,HA,CD06377
SH,DE,CD06378
SH,DE,CD06379
SH,DE,CD06380
H,HA,CD06381
SH,DE,CD06382
L,RE,CD06383
L,RE,CD06384
H,HA,CD06385
L,DE,CD06386
M,RE,CD06387
H,RE,CD06388
SH,RE,CD06389
M,DE,CD06390
SH,RE,CD06391
VL,RE,CD06392
M,RE,CD06393
H,RE,CD06394
L,HA,CD06395
L,DE,CD06396
SH,DE,CD06397
M,DE,CD06398
SH,HA,CD06399
L,RE,CD06400
L,RE,CD06401
VL,RE,CD06402
M,HA,CD06403
SH,HA,CD06404
VL,RE,CD06405
H,DE,CD06406
L,RE,CD06407
VL,HA,CD06408
SH,HA,CD06409
VL,DE,CD06410
L,RE,CD06411
VL,DE,CD06412
L,DE,CD06413
SH,RE,CD06414
H,DE,CD06415
VL,DE,CD06416
L,RE,CD06417
L,RE,CD06418
M,RE,CD06419
VL,HA,CD06420
L,DE,CD06421
VL,RE,CD06422
SH,HA,CD06423
VL,DE,CD06424
L,DE,CD06425
L,RE,CD06426
SH,HA,CD06427
VL,DE,CD06428
H,RE,CD06429
L,DE,CD06430
H,RE,CD06431
SH,HA,CD06432
H,DE,CD06433
SH,RE,CD06434
L,DE,CD06435
L,RE,CD06436
H,HA,CD06437
M,HA,CD06438
M,HA,CD06439
M,RE,CD06440
L,DE,CD06441
SH,HA,CD06442
M,DE,CD06443
VL,HA,CD06444
VL,HA,CD06445
VL,HA,CD06446
SH,DE,CD06447
L,RE,CD06448
L,HA,CD06449
VL,HA,CD06450
VL,RE,CD06451
H,HA,CD06452
L,DE,CD06453
M,HA,CD06454
H,HA,CD06455
H,RE,CD06456
L,HA,CD06457
M,RE,CD06458
VL,RE,CD06459
VL,DE,CD06460
H,HA,CD06461
VL,RE,CD06462
VL,DE,CD06463
SH,RE,CD06464
SH,DE,CD06465
SH,HA,CD06466
SH,HA,CD06467
VL,DE,CD06468
M,HA,CD06469
H,DE,CD06470
VL,HA,CD06471
VL,DE,CD06472
VL,DE,CD06473
M,DE,CD06474
VL,RE,CD06475
H,RE,CD06476
L,RE,CD06477
SH,DE,CD06478
VL,RE,CD06479
SH,HA,CD06480
H,RE,CD06481
M,HA,CD06482
SH,HA,CD06483
SH,DE,CD06484
H,RE,CD06485
H,DE,CD06486
SH,HA,CD06487
M,HA,CD06488
VL,HA,CD06489
SH,DE,CD06490
M,RE,CD06491
L,DE,CD06492
SH,DE,CD06493
M,RE,CD06494
VL,DE,CD06495
VL,RE,CD06496
SH,RE,CD06497
VL,DE,CD06498
M,HA,CD06499
L,RE,CD06500
L,RE,CD06501
SH,RE,CD06502
VL,RE,CD06503
L,DE,CD06504
VL,DE,CD06505
SH,HA,CD06506
SH,HA,CD06507
VL,HA,CD06508
VL,HA,CD06509
M,DE,CD06510
VL,DE,CD06511
L,DE,CD06512
M,HA,CD06513
VL,RE,CD06514
H,HA,CD06515
M,RE,CD06516
L,HA,CD06517
SH,RE,CD06518
VL,RE,CD06519
H,HA,CD06520
M,DE,CD06521
M,HA,CD06522
L,HA,CD06523
VL,RE,CD06524
M,HA,CD06525
L,DE,CD06526
M,RE,CD06527
SH,HA,CD06528
M,DE,CD06529
H,RE,CD06530
M,HA,CD06531
M,HA,CD06532
H,HA,CD06533
M,DE,CD06534
L,DE,CD06535
VL,HA,CD06536
SH,RE,CD06537
L,HA,CD06538
SH,DE,CD06539
M,HA,CD06540
M,DE,CD06541
M,HA,CD06542
L,RE,CD06543
M,HA,CD06544
H,HA,CD06545
VL,HA,CD06546
VL,RE,CD06547
M,HA,CD06548
SH,HA,CD06549
SH,DE,CD06550
L,RE,CD06551
SH,HA,CD06552
M,HA,CD06553
H,DE,CD06554
M,RE,CD06555
SH,HA,CD06556
VL,DE,CD06557
H,HA,CD06558
VL,RE,CD06559
VL,HA,CD06560
M,DE,CD06561
L,DE,CD06562
M,HA,CD06563
SH,HA,CD06564
L,HA,CD06565
L,DE,CD06566
M,HA,CD06567
SH,HA,CD06568
L,HA,CD06569
VL,HA,CD06570
M,HA,CD06571
SH,DE,CD06572
VL,RE,CD06573
SH,DE,CD06574
SH,HA,CD06575
H,DE,CD06576
H,DE,CD06577
M,HA,CD06578
L,DE,CD06579
SH,DE,CD06580
L,DE,CD06581
M,DE,CD06582
H,DE,CD06583
VL,HA,CD06584
M,RE,CD06585
SH,DE,CD06586
M,RE,CD06587
M,RE,CD06588
M,RE,CD06589
VL,DE,CD06590
SH,RE,CD06591
M,HA,CD06592
H,RE,CD06593
SH,RE,CD06594
M,RE,CD06595
SH,HA,CD06596
H,RE,CD06597
VL,HA,CD06598
L,RE,CD06599
SH,DE,CD06600
M,DE,CD06601
VL,HA,CD06602
VL,RE,CD06603
L,HA,CD06604
M,HA,CD06605
SH,DE,CD06606
L,RE,CD06607
VL,RE,CD06608
SH,DE,CD06609
H,HA,CD06610
SH,DE,CD06611
M,RE,CD06612
M,RE,CD06613
SH,RE,CD06614
H,HA,CD06615
VL,RE,CD06616
SH,HA,CD06617
L,DE,CD06618
SH,HA,CD06619
L,RE,CD06620
H,DE,CD06621
M,HA,CD06622
L,RE,CD06623
H,RE,CD06624
VL,HA,CD06625
SH,RE,CD06626
M,HA,CD06627
SH,DE,CD06628
VL,RE,CD06629
H,HA,CD06630
L,RE,CD06631
M,DE,CD06632
M,HA,CD06633
M,RE,CD06634
SH,DE,CD06635
SH,DE,CD06636
L,DE,CD06637
VL,HA,CD06638
M,DE,CD06639
SH,HA,CD06640
VL,HA,CD06641
M,RE,CD06642
VL,HA,CD06643
VL,DE,CD06644
L,RE,CD06645
L,RE,CD06646
SH,DE,CD06647
VL,RE,CD06648
L,DE,CD06649
H,HA,CD06650
VL,HA,CD06651
VL,DE,CD06652
M,DE,CD06653
SH,DE,CD06654
SH,HA,CD06655
H,HA,CD06656
M,HA,CD06657
H,RE,CD06658
H,HA,CD06659
M,DE,CD06660
VL,DE,CD06661
H,RE,CD06662
L,DE,CD06663
SH,DE,CD06664
M,RE,CD06665
VL,DE,CD06666
M,DE,CD06667
L,DE,CD06668
H,HA,CD06669
M,HA,CD06670
VL,RE,CD06671
VL,DE,CD06672
L,RE,CD06673
L,DE,CD06674
VL,RE,CD06675
SH,HA,CD06676
SH,HA,CD06677
H,HA,CD06678
SH,HA,CD06679
M,RE,CD06680
M,RE,CD06681
H,HA,CD06682
H,RE,CD06683
SH,RE,CD06684
L,RE,CD06685
L,HA,CD06686
SH,RE,CD06687
H,HA,CD06688
M,DE,CD06689
L,DE,CD06690
VL,HA,CD06691
H,HA,CD06692
M,HA,CD06693
VL,HA,CD06694
L,HA,CD06695
L,HA,CD06696
H,RE,CD06697
H,DE,CD06698
M,DE,CD06699
H,RE,CD06700
L,DE,CD06701
M,RE,CD06702
H,HA,CD06703
M,DE,CD06704
L,HA,CD06705
VL,DE,CD06706
L,RE,CD06707
H,RE,CD06708
H,HA,CD06709
VL,RE,CD06710
M,RE,CD06711
SH,RE,CD06712
SH,DE,CD06713
L,RE,CD06714
H,RE,CD06715
M,HA,CD06716
VL,RE,CD06717
