Power Outage (min),Power Downtime (min),Temperature (C),Current Load (kW),Usage Stats,region_stats,date
35479,8,45,11,13,South,2022-02-04 00:00:00
31872,69,20,22,18,West,2024-08-24 00:00:00
43147,78,42,11,16,North,2020-12-24 00:00:00
18701,79,43,11,15,West,2024-05-04 00:00:00
32235,40,30,11,22,West,2021-01-25 00:00:00
38072,83,33,11,13,West,2021-08-22 00:00:00
44830,110,39,22,14,South,2022-09-11 00:00:00
30827,64,31,11,11,South,2021-11-28 00:00:00
34854,62,16,11,12,South,2022-05-14 00:00:00
42996,115,15,11,11,East,2023-08-31 00:00:00
19980,46,19,11,17,North,2020-12-21 00:00:00
43176,116,40,22,12,West,2024-06-23 00:00:00
42222,95,26,11,22,East,2024-08-05 00:00:00
24067,90,36,11,20,West,2024-03-25 00:00:00
37528,26,33,11,18,South,2023-06-09 00:00:00
19637,78,45,22,21,West,2020-11-17 00:00:00
42940,57,45,11,14,West,2023-01-16 00:00:00
34056,69,20,22,20,North,2023-04-01 00:00:00
42039,46,29,22,19,East,2024-11-29 00:00:00
28469,56,41,22,14,South,2022-10-22 00:00:00
40204,75,19,22,11,North,2020-01-09 00:00:00
39850,40,31,11,22,West,2020-04-16 00:00:00
32433,60,37,22,11,West,2020-12-07 00:00:00
22107,32,20,22,21,West,2022-11-14 00:00:00
37493,96,35,11,22,North,2024-04-05 00:00:00
16019,9,41,22,18,East,2021-12-04 00:00:00
37190,64,39,11,16,South,2022-04-21 00:00:00
30076,32,35,11,11,East,2023-07-09 00:00:00
28445,28,44,11,14,East,2021-05-13 00:00:00
21724,44,24,11,12,East,2022-10-09 00:00:00
24419,81,22,11,14,South,2024-10-08 00:00:00
33933,17,20,11,13,East,2020-04-06 00:00:00
22433,108,29,11,12,South,2021-11-05 00:00:00
43674,97,42,11,14,East,2024-06-17 00:00:00
34111,96,38,22,16,East,2021-12-28 00:00:00
28899,110,20,11,19,East,2021-02-24 00:00:00
30110,59,43,11,14,South,2020-01-18 00:00:00
31876,67,16,11,13,North,2023-03-31 00:00:00
18559,24,19,22,19,South,2022-11-10 00:00:00
26903,43,29,11,20,West,2021-01-03 00:00:00
40924,69,40,22,15,West,2022-12-12 00:00:00
18774,99,31,22,11,West,2024-08-04 00:00:00
36445,46,43,11,11,South,2024-09-11 00:00:00
36848,57,26,22,12,North,2022-11-14 00:00:00
37714,71,37,11,19,West,2024-07-17 00:00:00
42642,31,40,11,14,North,2024-11-03 00:00:00
29320,43,27,11,15,East,2021-08-04 00:00:00
41134,89,26,11,16,West,2022-11-17 00:00:00
31594,83,27,11,22,South,2023-02-24 00:00:00
16793,90,31,11,15,East,2024-12-23 00:00:00
23033,7,23,22,16,South,2024-02-28 00:00:00
24909,112,36,22,16,West,2021-11-14 00:00:00
16826,90,35,11,21,North,2022-06-25 00:00:00
33412,71,19,11,19,South,2020-07-10 00:00:00
33450,36,29,22,18,West,2021-07-25 00:00:00
15554,72,17,11,16,East,2021-01-31 00:00:00
30586,94,41,22,21,East,2021-02-18 00:00:00
39745,64,38,22,13,East,2023-06-24 00:00:00
30982,11,20,11,18,North,2021-11-30 00:00:00
27090,90,30,22,20,North,2023-07-17 00:00:00
27930,77,34,11,13,North,2020-11-27 00:00:00
29694,97,23,22,14,South,2020-10-24 00:00:00
38871,91,34,22,18,South,2020-04-04 00:00:00
32282,107,17,22,12,East,2020-02-02 00:00:00
31295,5,17,22,18,North,2021-06-02 00:00:00
37138,55,18,22,21,West,2024-05-07 00:00:00
30132,96,43,11,18,South,2020-06-02 00:00:00
29291,72,20,11,22,North,2024-03-26 00:00:00
19865,72,38,22,19,South,2021-11-18 00:00:00
16887,40,41,11,14,West,2022-10-14 00:00:00
25619,12,29,11,15,West,2024-06-01 00:00:00
31141,56,45,22,21,North,2024-10-28 00:00:00
41404,57,19,22,16,East,2020-09-30 00:00:00
32094,62,35,22,13,West,2022-07-07 00:00:00
21623,119,35,22,15,West,2024-04-12 00:00:00
38177,25,43,11,19,North,2021-04-07 00:00:00
18474,87,23,22,11,North,2020-03-08 00:00:00
25074,32,43,22,15,East,2021-06-03 00:00:00
15895,13,24,11,13,West,2020-10-14 00:00:00
26662,34,33,22,13,South,2024-09-23 00:00:00
36265,71,35,11,11,West,2022-08-28 00:00:00
30689,23,16,11,12,West,2022-10-06 00:00:00
19472,60,29,11,17,South,2024-11-23 00:00:00
19063,98,38,22,15,East,2024-07-26 00:00:00
42788,21,35,22,22,North,2023-04-14 00:00:00
35450,51,20,22,20,West,2023-12-09 00:00:00
22610,63,16,11,12,West,2024-03-18 00:00:00
20431,17,44,11,21,North,2024-07-30 00:00:00
15531,80,30,11,16,North,2021-08-25 00:00:00
24290,58,38,22,19,North,2022-11-01 00:00:00
23770,84,43,22,22,South,2021-05-02 00:00:00
43060,94,17,11,14,South,2020-06-25 00:00:00
44985,120,25,11,13,East,2023-10-21 00:00:00
32708,35,28,22,14,East,2020-02-08 00:00:00
17744,23,33,11,19,South,2024-12-19 00:00:00
31816,105,45,22,21,South,2023-02-12 00:00:00
30028,29,27,11,18,North,2021-02-28 00:00:00
28016,8,30,22,16,West,2023-09-09 00:00:00
23756,73,41,22,11,East,2023-03-28 00:00:00
16938,41,26,11,19,West,2022-08-03 00:00:00
35125,69,15,11,13,South,2022-06-13 00:00:00
37551,32,32,11,22,South,2023-11-20 00:00:00
34672,82,41,22,19,East,2021-02-19 00:00:00
36742,36,45,22,13,East,2020-09-14 00:00:00
22028,6,15,22,20,North,2024-03-04 00:00:00
43562,112,31,11,19,North,2020-08-05 00:00:00
20157,58,34,22,20,East,2023-11-10 00:00:00
43038,99,36,11,15,West,2021-05-04 00:00:00
39724,6,27,22,16,East,2023-03-12 00:00:00
41832,66,35,11,21,North,2023-12-23 00:00:00
37494,7,41,11,19,East,2021-01-26 00:00:00
22655,104,32,11,22,South,2021-06-28 00:00:00
25978,21,44,11,19,West,2020-05-12 00:00:00
22122,81,38,11,12,West,2022-09-29 00:00:00
32455,20,39,11,17,North,2022-09-27 00:00:00
34786,110,38,22,20,East,2020-05-04 00:00:00
38075,50,38,11,21,North,2021-04-30 00:00:00
32999,120,32,22,17,South,2022-05-26 00:00:00
33152,71,25,22,17,South,2023-12-03 00:00:00
28461,42,21,22,14,West,2023-10-07 00:00:00
40642,107,32,11,16,West,2021-04-07 00:00:00
26505,65,15,11,22,North,2021-04-22 00:00:00
44536,81,43,11,19,West,2024-04-25 00:00:00
38013,97,24,22,21,East,2021-12-17 00:00:00
33099,75,27,22,19,North,2024-07-01 00:00:00
34888,64,15,22,14,West,2024-07-25 00:00:00
17880,6,15,22,14,East,2022-07-03 00:00:00
23769,89,15,11,17,West,2020-09-12 00:00:00
21270,92,42,11,12,West,2020-03-08 00:00:00
37699,37,33,22,11,North,2021-10-15 00:00:00
27298,67,15,22,21,East,2024-09-10 00:00:00
38171,104,38,22,16,East,2020-11-20 00:00:00
35398,107,24,11,14,North,2024-01-16 00:00:00
23095,100,28,22,20,South,2024-07-01 00:00:00
30960,57,42,22,20,West,2020-03-28 00:00:00
20749,64,36,11,19,North,2024-01-02 00:00:00
26504,114,22,22,12,East,2024-01-29 00:00:00
43452,34,18,11,18,West,2022-02-27 00:00:00
15870,101,41,22,14,East,2022-12-21 00:00:00
28538,78,22,22,19,East,2022-06-08 00:00:00
23012,19,33,11,12,North,2023-01-12 00:00:00
33629,105,29,22,12,North,2024-02-16 00:00:00
37997,56,39,11,13,West,2020-04-18 00:00:00
31758,104,45,22,15,North,2024-06-17 00:00:00
26428,116,23,11,14,North,2022-08-30 00:00:00
18455,42,33,11,18,East,2023-06-19 00:00:00
38516,72,15,22,20,South,2023-04-04 00:00:00
15454,119,32,11,22,East,2021-11-24 00:00:00
37852,43,45,11,22,East,2021-09-17 00:00:00
26998,45,27,11,15,South,2021-09-25 00:00:00
24876,6,44,11,22,North,2021-03-31 00:00:00
37853,54,24,11,13,South,2024-11-13 00:00:00
40774,45,17,22,15,South,2024-09-30 00:00:00
15122,119,45,11,11,East,2021-01-02 00:00:00
43944,31,20,22,14,West,2023-08-28 00:00:00
34056,94,29,22,19,East,2021-08-20 00:00:00
42058,105,44,22,14,North,2022-01-20 00:00:00
22037,59,28,22,19,West,2022-11-27 00:00:00
39144,76,31,11,21,South,2021-12-23 00:00:00
16860,102,45,22,16,North,2024-04-28 00:00:00
35018,16,37,22,19,West,2024-10-17 00:00:00
36284,71,29,11,11,East,2024-04-17 00:00:00
34927,59,36,11,19,South,2020-06-02 00:00:00
43620,38,18,11,12,West,2023-10-01 00:00:00
44312,11,21,22,15,East,2022-09-14 00:00:00
30250,98,19,22,15,West,2024-12-20 00:00:00
36342,39,39,11,18,South,2024-12-15 00:00:00
41793,12,31,22,21,West,2024-02-22 00:00:00
28740,70,35,22,16,East,2021-06-10 00:00:00
41984,70,43,11,13,North,2021-12-28 00:00:00
22864,82,17,11,11,South,2020-01-29 00:00:00
32005,17,43,11,18,South,2023-10-13 00:00:00
22431,16,42,11,11,West,2020-11-04 00:00:00
16454,76,44,22,22,West,2022-10-06 00:00:00
25324,87,42,22,16,East,2024-02-19 00:00:00
41882,114,33,11,18,North,2022-06-13 00:00:00
22603,78,18,11,21,North,2021-12-28 00:00:00
27584,89,37,11,20,South,2022-07-15 00:00:00
21600,41,36,11,14,East,2024-06-28 00:00:00
25780,81,21,22,13,East,2023-02-18 00:00:00
30261,46,32,11,14,East,2021-07-23 00:00:00
28646,118,33,11,14,West,2022-06-27 00:00:00
26699,54,38,22,15,West,2023-11-18 00:00:00
19833,104,45,22,14,South,2020-02-07 00:00:00
24067,92,36,11,15,West,2024-01-02 00:00:00
40176,68,43,22,11,South,2023-10-19 00:00:00
38273,93,32,11,19,South,2024-11-10 00:00:00
19831,6,18,11,22,West,2021-09-13 00:00:00
27902,55,26,22,15,South,2020-11-19 00:00:00
38463,78,45,11,12,South,2022-08-27 00:00:00
21846,103,27,22,15,North,2024-08-13 00:00:00
16269,69,28,22,22,East,2024-12-29 00:00:00
42512,48,16,11,17,North,2023-08-05 00:00:00
19248,52,22,22,22,North,2020-11-18 00:00:00
26254,86,23,22,15,South,2022-08-14 00:00:00
23660,118,36,22,15,North,2024-05-03 00:00:00
29493,115,27,11,16,West,2022-04-21 00:00:00
15820,26,35,22,11,North,2024-04-09 00:00:00
36647,60,23,22,14,East,2020-11-21 00:00:00
28060,72,34,22,18,West,2021-04-29 00:00:00
32797,114,42,11,16,South,2021-11-07 00:00:00
39869,104,25,22,18,South,2023-03-09 00:00:00
32795,43,33,11,13,West,2024-06-27 00:00:00
39754,31,22,11,14,North,2021-04-15 00:00:00
38495,113,22,11,17,West,2021-12-09 00:00:00
23412,107,28,22,22,West,2021-06-26 00:00:00
41695,36,41,11,11,North,2024-01-14 00:00:00
40672,42,43,22,16,East,2022-06-20 00:00:00
18405,48,31,11,12,West,2024-07-23 00:00:00
16201,13,25,22,14,South,2020-04-10 00:00:00
39351,71,20,11,14,East,2021-03-30 00:00:00
17323,19,23,22,18,South,2021-02-02 00:00:00
34468,94,44,22,22,South,2020-01-10 00:00:00
40913,25,45,11,21,North,2022-01-09 00:00:00
26523,65,43,22,21,East,2021-12-21 00:00:00
42407,95,17,11,20,North,2020-01-01 00:00:00
30444,15,25,11,20,East,2023-08-23 00:00:00
33771,49,23,11,11,West,2024-09-18 00:00:00
41758,22,32,11,15,South,2021-05-25 00:00:00
33372,29,20,11,19,West,2021-09-26 00:00:00
42053,44,34,22,22,West,2021-12-21 00:00:00
28672,100,24,22,21,North,2020-01-21 00:00:00
17801,65,30,22,14,South,2020-04-16 00:00:00
38974,52,21,22,16,South,2020-05-11 00:00:00
25860,37,31,22,20,West,2024-07-05 00:00:00
36067,58,33,22,14,South,2023-04-09 00:00:00
29879,79,17,11,14,North,2022-07-07 00:00:00
44209,95,40,11,14,West,2022-10-24 00:00:00
33016,15,41,22,21,West,2024-02-05 00:00:00
36468,113,30,11,11,West,2020-07-03 00:00:00
19532,20,32,22,16,East,2021-02-18 00:00:00
42617,94,17,22,20,East,2024-06-27 00:00:00
23928,59,21,22,13,South,2020-05-05 00:00:00
26984,8,30,22,18,East,2023-09-04 00:00:00
30157,29,20,11,11,South,2022-04-15 00:00:00
42659,55,45,22,12,North,2023-05-30 00:00:00
35929,50,21,11,21,North,2021-05-19 00:00:00
38223,30,19,22,16,South,2021-11-27 00:00:00
24305,22,30,22,11,East,2023-05-15 00:00:00
31356,106,25,11,19,East,2023-10-23 00:00:00
32648,107,21,11,16,North,2021-06-02 00:00:00
16199,32,30,22,18,South,2021-04-26 00:00:00
41412,83,17,11,11,North,2020-05-28 00:00:00
22381,94,34,11,22,West,2023-09-25 00:00:00
43424,79,40,22,20,West,2020-05-08 00:00:00
37995,80,24,22,20,East,2024-12-07 00:00:00
44201,66,39,22,14,North,2024-04-11 00:00:00
25154,48,29,22,20,West,2022-01-04 00:00:00
32058,28,26,11,11,North,2024-05-06 00:00:00
44568,16,39,22,18,East,2020-07-23 00:00:00
38351,56,45,11,17,South,2023-03-02 00:00:00
27610,48,36,11,21,West,2023-04-19 00:00:00
29540,30,41,11,18,South,2021-06-25 00:00:00
38030,84,40,22,11,South,2024-10-24 00:00:00
44048,42,33,11,12,South,2020-05-19 00:00:00
35045,95,15,11,17,North,2023-12-11 00:00:00
43678,87,15,11,18,East,2022-08-14 00:00:00
42934,83,17,22,18,South,2021-08-15 00:00:00
24062,118,24,11,21,North,2021-01-04 00:00:00
32744,48,40,22,20,East,2023-04-30 00:00:00
43760,50,44,11,21,North,2024-05-27 00:00:00
28442,94,33,22,16,North,2023-03-25 00:00:00
19570,108,21,11,16,East,2020-05-03 00:00:00
35778,57,19,22,21,South,2023-11-02 00:00:00
28317,69,35,22,20,West,2020-01-02 00:00:00
31578,57,43,22,13,South,2021-05-07 00:00:00
33329,14,20,11,21,West,2024-05-16 00:00:00
30339,34,33,22,12,North,2020-08-26 00:00:00
17641,60,23,22,20,West,2020-03-16 00:00:00
20000,21,33,11,13,South,2022-10-30 00:00:00
28658,89,18,22,20,South,2021-07-01 00:00:00
32258,64,18,22,13,North,2023-08-17 00:00:00
41740,87,29,22,22,South,2021-07-15 00:00:00
28744,24,23,22,16,North,2020-07-23 00:00:00
37701,36,39,22,12,East,2024-09-25 00:00:00
20129,97,29,22,14,South,2020-12-11 00:00:00
23291,96,33,11,17,West,2023-01-20 00:00:00
19558,11,22,22,12,West,2022-07-30 00:00:00
32677,71,28,11,15,North,2021-07-25 00:00:00
40853,79,33,22,21,South,2020-11-01 00:00:00
24371,16,39,11,22,North,2020-09-14 00:00:00
31340,64,22,22,14,South,2022-05-09 00:00:00
35555,52,27,11,19,East,2021-06-17 00:00:00
38366,53,45,11,19,South,2021-12-14 00:00:00
17759,34,33,11,16,South,2020-10-14 00:00:00
17638,40,16,11,22,East,2023-11-10 00:00:00
22242,118,18,22,14,North,2020-08-23 00:00:00
34617,120,38,22,15,North,2020-07-19 00:00:00
32966,28,37,11,22,North,2023-12-07 00:00:00
26365,13,28,22,21,North,2021-03-26 00:00:00
19370,26,30,11,15,West,2021-09-14 00:00:00
34109,91,27,22,19,North,2024-10-03 00:00:00
27063,92,17,22,21,East,2023-10-08 00:00:00
33575,18,23,22,20,East,2022-09-09 00:00:00
30932,54,30,22,11,North,2020-07-11 00:00:00
38924,25,16,11,11,West,2024-04-25 00:00:00
32005,67,16,11,20,South,2020-03-24 00:00:00
44024,116,45,11,16,North,2020-05-16 00:00:00
16298,64,31,22,13,East,2022-02-11 00:00:00
25262,103,23,22,16,South,2023-09-11 00:00:00
23056,55,17,11,17,West,2022-12-30 00:00:00
28300,113,19,22,17,East,2020-07-05 00:00:00
33295,64,31,22,20,North,2020-06-20 00:00:00
18218,114,34,11,21,West,2020-11-30 00:00:00
21159,106,42,11,18,North,2021-08-29 00:00:00
38572,21,31,11,16,East,2021-05-31 00:00:00
20243,98,25,22,16,East,2020-02-13 00:00:00
28714,76,29,11,20,East,2020-09-11 00:00:00
37799,86,21,11,19,South,2024-09-23 00:00:00
31679,18,43,11,14,West,2020-03-02 00:00:00
21686,77,24,22,14,East,2023-01-07 00:00:00
41109,7,29,11,19,North,2024-12-04 00:00:00
27277,15,25,22,21,East,2024-03-27 00:00:00
18789,54,29,22,11,West,2024-04-14 00:00:00
26229,117,36,22,13,North,2020-10-22 00:00:00
22564,47,19,11,16,South,2022-08-19 00:00:00
41242,58,36,22,12,East,2022-08-05 00:00:00
29938,97,42,11,19,West,2021-06-02 00:00:00
19113,91,16,11,12,South,2024-08-20 00:00:00
31281,16,42,22,22,West,2021-09-10 00:00:00
18772,29,39,11,19,West,2021-05-10 00:00:00
35776,55,19,11,22,East,2024-01-09 00:00:00
44863,10,34,22,14,South,2022-12-01 00:00:00
41663,46,21,11,14,East,2024-03-07 00:00:00
18656,17,18,22,18,West,2023-10-25 00:00:00
26766,71,20,11,17,North,2021-05-25 00:00:00
20869,40,23,11,18,South,2023-02-06 00:00:00
35095,112,22,11,22,South,2020-06-14 00:00:00
40053,22,36,11,22,South,2020-01-17 00:00:00
15882,45,33,22,16,West,2023-05-19 00:00:00
19734,83,43,22,17,North,2021-12-22 00:00:00
21172,113,41,22,11,South,2020-05-23 00:00:00
28146,69,44,22,16,North,2022-12-30 00:00:00
29086,19,24,11,15,West,2021-08-16 00:00:00
30401,76,25,22,15,North,2024-05-14 00:00:00
21345,110,28,22,17,East,2023-01-24 00:00:00
29463,87,28,11,17,East,2022-09-29 00:00:00
25452,61,33,22,14,West,2023-10-15 00:00:00
29076,21,16,22,18,West,2020-05-01 00:00:00
33535,91,37,22,16,North,2021-09-16 00:00:00
19316,83,23,22,20,South,2023-08-18 00:00:00
15132,18,35,22,11,South,2023-02-12 00:00:00
18767,96,30,22,20,West,2024-05-28 00:00:00
27430,92,23,22,20,West,2023-10-23 00:00:00
43647,8,22,22,14,East,2020-09-06 00:00:00
34103,25,40,11,22,West,2022-08-04 00:00:00
30382,87,45,22,20,South,2022-06-01 00:00:00
32288,72,24,11,15,West,2021-10-30 00:00:00
43725,48,29,11,19,East,2024-08-25 00:00:00
41878,102,44,11,22,West,2020-10-05 00:00:00
20220,109,44,22,15,North,2021-07-14 00:00:00
32778,83,34,22,12,South,2024-03-08 00:00:00
40599,59,41,11,11,East,2020-07-22 00:00:00
24991,12,34,22,16,South,2022-06-27 00:00:00
20547,92,26,11,17,West,2023-09-02 00:00:00
35642,46,25,22,12,West,2022-01-04 00:00:00
17700,93,35,22,22,North,2020-04-22 00:00:00
19565,42,41,11,13,East,2021-06-30 00:00:00
37552,18,33,22,13,North,2024-08-25 00:00:00
35911,83,16,11,19,North,2023-04-07 00:00:00
22664,11,45,22,15,South,2024-11-23 00:00:00
41021,32,16,11,16,East,2022-06-25 00:00:00
24951,75,40,11,20,West,2023-08-20 00:00:00
31002,102,19,11,17,West,2022-09-28 00:00:00
17278,85,19,11,19,South,2021-03-25 00:00:00
16788,17,18,22,15,East,2022-02-21 00:00:00
22836,93,25,11,11,East,2021-12-08 00:00:00
18023,58,29,22,19,North,2023-03-19 00:00:00
29662,118,41,11,15,West,2021-12-14 00:00:00
42863,52,42,11,13,East,2023-04-13 00:00:00
41837,83,16,22,20,East,2020-04-05 00:00:00
33526,47,39,22,21,East,2024-07-26 00:00:00
35902,43,25,22,20,East,2024-03-21 00:00:00
40464,119,29,11,16,East,2022-01-23 00:00:00
33883,92,44,11,22,South,2020-03-25 00:00:00
42662,14,30,22,17,West,2021-07-14 00:00:00
28955,65,31,22,19,East,2020-10-22 00:00:00
24637,27,25,11,14,North,2023-11-30 00:00:00
22746,51,30,22,16,South,2022-10-10 00:00:00
21926,69,45,22,19,West,2024-08-28 00:00:00
25116,94,44,11,17,East,2020-02-27 00:00:00
44922,114,26,22,22,North,2020-04-16 00:00:00
21834,93,39,11,14,South,2023-01-05 00:00:00
26026,67,27,22,12,North,2021-10-01 00:00:00
17396,104,39,11,15,North,2024-02-02 00:00:00
44912,7,36,11,13,East,2022-11-08 00:00:00
31027,106,23,11,18,West,2022-09-24 00:00:00
37831,41,43,22,16,South,2024-12-01 00:00:00
24474,77,21,11,22,South,2022-08-13 00:00:00
19017,36,25,22,19,North,2024-01-31 00:00:00
41102,96,45,11,22,North,2021-06-30 00:00:00
41945,117,32,22,18,West,2021-02-22 00:00:00
40986,23,39,22,17,South,2021-06-20 00:00:00
37521,120,45,22,16,West,2022-07-22 00:00:00
38257,89,35,11,16,North,2023-02-07 00:00:00
15786,117,30,11,21,East,2022-12-12 00:00:00
33490,49,16,22,14,East,2021-09-11 00:00:00
32593,49,19,22,12,West,2021-05-17 00:00:00
38493,77,36,11,11,East,2021-08-01 00:00:00
44372,108,25,22,21,South,2020-01-21 00:00:00
15824,45,45,22,20,East,2022-12-22 00:00:00
25783,83,43,11,18,East,2021-04-15 00:00:00
20959,115,19,22,22,North,2022-11-17 00:00:00
42324,21,34,22,16,North,2020-11-11 00:00:00
25694,45,24,22,20,South,2021-03-03 00:00:00
33976,87,30,11,21,North,2022-05-01 00:00:00
35131,11,19,11,19,East,2023-03-13 00:00:00
18411,84,19,11,18,South,2024-03-28 00:00:00
31957,61,44,22,19,East,2021-06-29 00:00:00
29585,31,29,11,11,East,2022-12-13 00:00:00
39657,116,33,22,18,West,2022-03-19 00:00:00
35847,25,20,11,14,West,2021-03-08 00:00:00
19012,52,30,11,17,South,2020-02-05 00:00:00
42909,35,26,11,17,North,2021-03-23 00:00:00
36249,61,33,22,16,West,2020-10-24 00:00:00
36588,8,15,11,22,East,2020-08-18 00:00:00
36769,106,26,22,14,West,2022-04-19 00:00:00
42736,115,40,11,19,East,2022-04-26 00:00:00
43143,24,30,11,11,South,2020-05-12 00:00:00
44656,55,25,11,18,West,2023-12-27 00:00:00
20463,45,27,22,19,West,2024-07-26 00:00:00
22488,55,25,11,19,East,2020-12-21 00:00:00
21765,8,40,22,20,West,2022-07-08 00:00:00
41023,75,23,11,14,North,2023-09-06 00:00:00
41212,10,38,22,12,North,2022-05-09 00:00:00
22404,33,41,11,22,East,2021-08-03 00:00:00
17686,31,21,22,11,West,2024-06-18 00:00:00
37340,75,44,22,20,North,2020-10-22 00:00:00
41756,56,25,11,14,South,2023-09-16 00:00:00
27142,33,40,11,21,East,2023-03-20 00:00:00
35020,102,30,22,22,South,2024-03-06 00:00:00
41467,106,16,11,15,South,2020-10-03 00:00:00
31481,21,23,11,17,South,2022-07-12 00:00:00
39812,45,45,22,12,West,2023-11-06 00:00:00
40884,11,38,11,20,North,2023-09-26 00:00:00
38235,32,45,22,12,North,2023-12-10 00:00:00
39166,46,28,22,20,West,2022-02-19 00:00:00
20357,9,23,22,17,North,2023-10-03 00:00:00
22818,39,42,22,13,East,2022-08-02 00:00:00
25974,45,17,11,16,East,2022-03-08 00:00:00
23087,77,36,11,22,West,2021-12-31 00:00:00
40997,8,20,22,15,East,2024-01-26 00:00:00
36789,81,35,11,22,East,2022-02-01 00:00:00
29016,85,33,22,12,South,2021-10-05 00:00:00
25270,19,42,11,18,South,2020-08-14 00:00:00
27813,76,44,11,22,East,2021-06-17 00:00:00
27469,49,25,11,13,West,2020-01-28 00:00:00
41491,97,37,11,21,South,2024-03-05 00:00:00
44624,104,20,22,16,West,2022-09-24 00:00:00
20730,114,24,11,14,South,2024-10-19 00:00:00
44284,116,34,11,18,West,2024-08-25 00:00:00
33501,29,29,11,16,East,2020-08-24 00:00:00
32121,63,44,22,21,South,2024-02-12 00:00:00
44678,22,17,11,16,West,2022-07-01 00:00:00
34001,32,43,11,16,North,2021-09-30 00:00:00
40635,7,15,22,11,North,2020-06-11 00:00:00
41695,19,31,11,22,South,2021-03-17 00:00:00
20337,98,22,22,21,North,2022-09-18 00:00:00
20647,71,23,22,15,East,2023-05-02 00:00:00
25855,57,24,22,15,North,2024-02-28 00:00:00
16125,39,29,11,15,East,2020-03-22 00:00:00
35643,99,33,22,16,North,2020-05-31 00:00:00
15623,74,17,22,11,South,2024-11-20 00:00:00
22492,29,43,11,17,West,2022-02-04 00:00:00
36381,17,35,11,18,West,2021-05-03 00:00:00
17571,34,29,22,11,East,2020-02-17 00:00:00
17766,81,27,11,21,East,2020-10-02 00:00:00
37003,40,36,22,13,South,2020-12-22 00:00:00
44259,36,44,22,16,East,2024-05-25 00:00:00
42060,21,20,11,11,West,2020-11-20 00:00:00
43427,95,25,11,22,South,2020-01-06 00:00:00
44696,116,23,11,13,West,2020-07-27 00:00:00
44570,35,23,22,17,North,2022-10-09 00:00:00
16226,90,32,22,14,East,2022-07-28 00:00:00
39486,73,38,22,17,North,2024-12-21 00:00:00
18926,46,45,11,15,South,2020-01-28 00:00:00
27665,98,21,22,17,West,2022-08-21 00:00:00
39838,64,32,11,11,North,2020-11-13 00:00:00
34652,113,38,22,12,West,2023-04-29 00:00:00
30596,65,24,11,12,West,2020-07-16 00:00:00
22037,36,41,22,20,South,2023-06-09 00:00:00
25206,51,38,22,17,East,2023-11-15 00:00:00
19579,37,41,22,11,West,2022-10-14 00:00:00
17233,28,30,11,15,East,2020-01-04 00:00:00
27799,105,37,11,20,South,2021-11-13 00:00:00
24148,41,42,22,20,North,2021-04-09 00:00:00
43448,5,27,22,19,South,2021-05-10 00:00:00
25908,73,25,22,22,South,2021-05-14 00:00:00
34984,31,17,11,22,North,2022-10-15 00:00:00
42033,114,30,22,13,North,2021-11-09 00:00:00
17261,91,44,22,20,West,2021-12-15 00:00:00
25487,58,21,11,19,East,2022-08-11 00:00:00
19638,54,33,11,22,North,2024-09-15 00:00:00
31308,38,16,11,22,South,2021-11-10 00:00:00
25461,59,41,11,14,West,2020-07-19 00:00:00
